"esdcode","esdname","districtcode","schoolcode","districtname","schoolname","subject","indexall","indexamericanindian","indexasian","indexblack","indexhispanic","indexwhite","indexpacificislander","indextwoormoreraces","indexspecialed","indexltdenglish","indexlowincome","mettargetall","mettargetamericanindian","mettargetasian","mettargetblack","mettargethispanic","mettargetwhite","mettargetpacificislander","mettargettwoormoreraces","mettargetspecialed","mettargetltdenglish","mettargetlowincome"
"34801","Educational Service District 113","14005","2763","Aberdeen School District","Robert Gray Elementary","Math","-42.6","-14.2","0",,,"-35",,"-36.3","-84.9",,"-48.4","No","N<Required","N<Required","N<Required","No","No","N/A","N/A","N<Required","N<Required","No"
"34801","Educational Service District 113","14005","2763","Aberdeen School District","Robert Gray Elementary","Reading","-38.5","-28.5","0",,,"-27.8",,"-54.5","-56.2",,"-40.9","No","N<Required","N<Required","N<Required","No","No","N/A","N/A","N<Required","N<Required","No"
"34801","Educational Service District 113","14005","2971","Aberdeen School District","Stevens Elementary School","Math","-40.6","-6.6","-22.2","-33.3",,"-31.8",,"-29.8",,"-40.1","-38.9","No","N<Required","N<Required","N<Required","No","No","N/A","N/A","No","N<Required","No"
"34801","Educational Service District 113","14005","2971","Aberdeen School District","Stevens Elementary School","Reading","-37.8","-36.5","-11.1","-33.3",,"-30.2",,"-20",,"-46.7","-37.7","No","N<Required","N<Required","N<Required","No","No","N/A","N/A","No","N<Required","No"
"34801","Educational Service District 113","21226","2227","Adna School District","Adna Elementary School","Math","-20.1",,"-33.3",,"-14.2",,,,"-29.1",,,"No","N/A","N<Required","N/A","N<Required","No","N/A","N/A","N<Required","N/A","No"
"34801","Educational Service District 113","21226","2227","Adna School District","Adna Elementary School","Reading","-21.8",,"0",,"-14.2",,,,"-38.9",,,"No","N/A","N<Required","N/A","N<Required","No","N/A","N/A","N<Required","N/A","No"
"34801","Educational Service District 113","21226","2441","Adna School District","Adna Middle/High School","Math","-53.9",,,,"-19.9",,,"-21.9",,,,"No","N<Required","N<Required","N/A","N<Required","No","N/A","N/A","N<Required","N/A","No"
"34801","Educational Service District 113","21226","2441","Adna School District","Adna Middle/High School","Reading","-37.5",,,,"-0.8",,,"-41.9",,,,"No","N<Required","N<Required","N/A","N<Required","No","N/A","N/A","N<Required","N/A","No"
"32801","Educational Service District 101","22017","2860","Almira School District","Almira Elementary School","Math",,,"0",,"-34.9",,,"0","-32.6",,,"No","N/A","N<Required","N<Required","N<Required","No","N/A","N/A","N<Required","N/A","No"
"32801","Educational Service District 101","22017","2860","Almira School District","Almira Elementary School","Reading",,,"0",,"-18.2",,,"0","-32.6",,,"No","N/A","N<Required","N<Required","N<Required","No","N/A","N/A","N<Required","N/A","No"
"29801","Northwest Educational Service District 189","29103","2467","Anacortes School District","Anacortes High School","Math","-61.7",,"-2.4",,"-52.5","-60.2",,,,,"-68.9","No","N<Required","N<Required","N<Required","N<Required","No","N/A","N/A","N<Required","N<Required","No"
"29801","Northwest Educational Service District 189","29103","2467","Anacortes School District","Anacortes High School","Reading","-32.6","0","0",,"-27.9","-30.3",,,,"0","-33.7","No","N<Required","N<Required","N<Required","N<Required","No","N/A","N/A","N<Required","N<Required","No"
"29801","Northwest Educational Service District 189","29103","2707","Anacortes School District","Anacortes Middle School","Math",,"0","-9.4","-32.9","-33.4",,"0","0",,,,"No","N<Required","N<Required","N<Required","N<Required","No","N<Required","N<Required","No","N<Required","No"
"29801","Northwest Educational Service District 189","29103","2707","Anacortes School District","Anacortes Middle School","Reading",,"0","-19","-2","-21.4",,"0","-1.8","-54.9",,,"No","N<Required","N<Required","N<Required","N<Required","No","N<Required","N<Required","N<Required","N<Required","No"
"29801","Northwest Educational Service District 189","29103","5176","Anacortes School District","Cap Sante High School","Math",,,,,,,,,,,,"N<Required","N/A","N/A","N/A","N/A","N<Required","N/A","N/A","N<Required","N/A","N<Required"
"29801","Northwest Educational Service District 189","29103","5176","Anacortes School District","Cap Sante High School","Reading","-21.8",,,,,"-21.8",,,,,"0","N<Required","N/A","N/A","N/A","N/A","N<Required","N/A","N/A","N<Required","N/A","N<Required"
"29801","Northwest Educational Service District 189","29103","3182","Anacortes School District","Fidalgo Elementary","Math","-19.8","-33.3","0","-41.9","-37.3",,,"-40","-33.4","-26.2","-25","No","N<Required","N<Required","N<Required","N<Required","No","N<Required","N<Required","N<Required","N<Required","No"
"29801","Northwest Educational Service District 189","29103","3182","Anacortes School District","Fidalgo Elementary","Reading","-15.3","0","0","-40","-37.5",,,"-20","-32.1","-38.7","-29.3","No","N<Required","N<Required","N<Required","N<Required","No","N<Required","N<Required","N<Required","N<Required","No"
"29801","Northwest Educational Service District 189","29103","3252","Anacortes School District","Island View Elementary","Math","-22.8",,"-10","-60","-22.6",,,,,"-75","-28.4","No","N<Required","N<Required","N<Required","N<Required","No","N/A","N/A","No","N<Required","No"
"29801","Northwest Educational Service District 189","29103","3252","Anacortes School District","Island View Elementary","Reading","-16.7",,"-10","-60","-7.8",,,,,"-75","-22.3","No","N<Required","N<Required","N<Required","N<Required","No","N/A","N/A","No","N<Required","No"
"29801","Northwest Educational Service District 189","29103","3057","Anacortes School District","Mount Erie Elementary","Math","-30.4",,"-16.6","-71.4",,,,"0",,"-45.5","-50.4","No","N/A","N<Required","N<Required","No","No","N/A","N/A","No","N<Required","No"
"29801","Northwest Educational Service District 189","29103","3057","Anacortes School District","Mount Erie Elementary","Reading","-20.7",,"-16.6","-42.8",,,,"0",,"-67.7","-33.8","No","N/A","N<Required","N<Required","No","No","N/A","N/A","No","N<Required","No"
"29801","Northwest Educational Service District 189","31016","2523","Arlington School District","Arlington High School","Math","-73.6","-21.8","-64.4",,"-69.2","-71.4",,"-54.8","-82.7","-47.8","-76.3","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","No","N<Required","No"
"29801","Northwest Educational Service District 189","31016","2523","Arlington School District","Arlington High School","Reading","-38.7","0","-16.9","-54.8","-26.6","-36.2","-3.2","-31.6","-75.3","-21.8","-46.1","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","No","N<Required","No"
"29801","Northwest Educational Service District 189","31016","4327","Arlington School District","Eagle Creek Elementary","Math","-42.2","-50","0",,,"-35.3",,"-19.1","-63.7","-61.9","-43.3","No","N<Required","N<Required","N<Required","No","No","N/A","N/A","No","No","No"
"29801","Northwest Educational Service District 189","31016","4327","Arlington School District","Eagle Creek Elementary","Reading","-38","-50",,,,"-28.9",,"-19.1",,,"-41.9","No","N<Required","N<Required","N<Required","No","No","N/A","N/A","No","No","No"
"29801","Northwest Educational Service District 189","31016","5010","Arlington School District","Haller Middle School","Math","-40.5","-58.5","-0.7","-32.2","-37.9","-37.1",,"-4.4",,,"-47.1","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","No","N<Required","No"
"29801","Northwest Educational Service District 189","31016","5010","Arlington School District","Haller Middle School","Reading","-21.4","-15.6","0","0","-18.4","-19.1","-20","0","-69.2",,"-26.5","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","No","N<Required","No"
"29801","Northwest Educational Service District 189","31016","4436","Arlington School District","Kent Prairie Elementary","Math","-22","-33.3","-16.6",,,"-16.4","0","-27.3",,"-14.2","-24.8","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","No","N<Required","No"
"29801","Northwest Educational Service District 189","31016","4436","Arlington School District","Kent Prairie Elementary","Reading","-15.5","-33.3","0","-25",,"-11.7","0","-20.9",,"-14.2","-15.4","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","No","N<Required","No"
"29801","Northwest Educational Service District 189","31016","4573","Arlington School District","Pioneer Elementary","Math","-39.9","0","-1.3","-49.7",,"-34.8","-66.6","-3.7",,"-70.9","-40.4","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","No","N<Required","No"
"29801","Northwest Educational Service District 189","31016","4573","Arlington School District","Pioneer Elementary","Reading","-30.8","0","0","0",,"-29.4","-66.6","-3.7","-40.7",,"-34.5","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","No","N<Required","No"
"29801","Northwest Educational Service District 189","31016","3124","Arlington School District","Post Middle School","Math","-46.2","-42.8","-20","0","-40.3","-43.7",,"-13.6",,,"-52.8","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","No","N<Required","No"
"29801","Northwest Educational Service District 189","31016","3124","Arlington School District","Post Middle School","Reading","-24.5","-42.8","0","0","-16.8","-21.6",,"-6.1","-69.2","-71.1","-29.9","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","No","N<Required","No"
"29801","Northwest Educational Service District 189","31016","4154","Arlington School District","Presidents Elementary","Math","-37.7","-66.6",,,,"-32.3",,"-17.4",,"-44.2","-47.8","No","N<Required","N/A","N<Required","No","No","N/A","N/A","No","N<Required","No"
"29801","Northwest Educational Service District 189","31016","4154","Arlington School District","Presidents Elementary","Reading","-36.7","-66.6",,"0",,"-33.2",,"-8.4",,"-11.9","-45.1","No","N<Required","N/A","N<Required","No","No","N/A","N/A","No","N<Required","No"
"29801","Northwest Educational Service District 189","31016","1714","Arlington School District","Stillaguamish School","Math",,,"0",,,"-48.4",,,,,,"No","N/A","N<Required","N/A","N<Required","N<Required","N/A","N/A","N<Required","N/A","N<Required"
"29801","Northwest Educational Service District 189","31016","1714","Arlington School District","Stillaguamish School","Reading",,,"0",,,"-26",,,"0",,"-40","No","N/A","N<Required","N/A","N<Required","N<Required","N/A","N/A","N<Required","N/A","N<Required"
"29801","Northwest Educational Service District 189","31016","4287","Arlington School District","Weston High School","Math",,,,,,,,,,,,"N<Required","N<Required","N/A","N/A","N<Required","N<Required","N/A","N/A","N<Required","N/A","N<Required"
"29801","Northwest Educational Service District 189","31016","4287","Arlington School District","Weston High School","Reading","-72.8",,,,"-47.8","-71.6",,,,,"-61.2","N<Required","N<Required","N/A","N/A","N<Required","N<Required","N/A","N/A","N<Required","N/A","N<Required"
"11801","Educational Service District 123","2420","2507","Asotin-Anatone School District","Asotin Elementary","Math","-29.5",,,,"-28.5",,,"-28.5","-6.1",,"-19.6","No","N/A","N/A","N/A","N<Required","No","N/A","N/A","N<Required","N/A","No"
"11801","Educational Service District 123","2420","2507","Asotin-Anatone School District","Asotin Elementary","Reading","-25.4",,,,"-14.2",,,"-7","-28.8",,"-26.4","No","N/A","N/A","N/A","N<Required","No","N/A","N/A","N<Required","N/A","No"
"39801","Educational Service District 105","19401","5097","Ellensburg School District","K-12 Ellensburg Learning Center","Reading",,,,,,,,,,,,"N<Required","N/A","N/A","N/A","N/A","N<Required","N/A","N/A","N/A","N/A","N<Required"
"11801","Educational Service District 123","2420","2434","Asotin-Anatone School District","Asotin Jr Sr High","Math","-30.8",,"0",,"-19.5",,,"-2.4","-80.5",,"-26.8","No","N<Required","N<Required","N/A","N<Required","No","N/A","N/A","N<Required","N/A","No"
"11801","Educational Service District 123","2420","2434","Asotin-Anatone School District","Asotin Jr Sr High","Reading","-23.5",,"0",,"-16.1",,,"-1.2",,,"-19.6","No","N<Required","N<Required","N/A","N<Required","No","N/A","N/A","N<Required","N/A","No"
"17801","Puget Sound Educational Service District 121","17408","3825","Auburn School District","Alpac Elementary School","Math","-28",,"-15","-25.9","-17.5","-14.3",,"-5.7","-29.9",,"-32.6","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","N<Required","No","No"
"17801","Puget Sound Educational Service District 121","17408","3825","Auburn School District","Alpac Elementary School","Reading","-32.9",,"-9.2","0",,"-20.6","-33.3","-21.6","-45.6",,"-37.6","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","N<Required","No","No"
"17801","Puget Sound Educational Service District 121","17408","5082","Auburn School District","Arthur Jacobsen Elementary","Math","-34",,"-11.7","-32.5","-29.9","-20.5","-40","-11.9",,,"-38.7","No","N/A","No","N<Required","No","No","N<Required","N<Required","No","No","No"
"17801","Puget Sound Educational Service District 121","17408","5082","Auburn School District","Arthur Jacobsen Elementary","Reading","-30.5",,"-13.6","-16","-26.8","-21.9","0","0",,"-62.8","-40.8","No","N/A","No","N<Required","No","No","N<Required","N<Required","No","No","No"
"17801","Puget Sound Educational Service District 121","17408","5037","Auburn School District","Auburn Mountainview High School","Math",,,"-31","-68.1",,,"-24.5","-50.1",,"-76.8",,"No","N/A","N<Required","N<Required","No","No","N<Required","N<Required","N<Required","N<Required","No"
"17801","Puget Sound Educational Service District 121","17408","5037","Auburn School District","Auburn Mountainview High School","Reading",,,"-19.7","-48.1",,,"-24.5","-20.6","-56.4",,,"No","N/A","N<Required","N<Required","No","No","N<Required","N<Required","N<Required","N<Required","No"
"17801","Puget Sound Educational Service District 121","17408","4474","Auburn School District","Auburn Riverside High School","Math","-71.3",,"-68.2","-74.3","-80.7","-60.5","-54.8","-48.1",,"-78.3","-86.3","No","N<Required","No","N<Required","No","No","N<Required","N<Required","No","N<Required","No"
"17801","Puget Sound Educational Service District 121","17408","4474","Auburn School District","Auburn Riverside High School","Reading","-76.1",,"-68.2","-83.6","-82.2","-68.3","-54.8","-52.8",,,"-84.4","No","N<Required","No","N<Required","No","No","N<Required","N<Required","No","N<Required","No"
"17801","Puget Sound Educational Service District 121","17408","2795","Auburn School District","Auburn Senior High School","Math","-85.6","-79.6","-43.5","-76.8","-87.7","-85.3","-45.8","-70.5","-66.1","-78.3","-85.1","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","No","N<Required","No"
"17801","Puget Sound Educational Service District 121","17408","2795","Auburn School District","Auburn Senior High School","Reading","-78","-68.2","-73","-63.9","-77.8","-70.4","-54.7","-77.6","-84.2","-78.3","-82.8","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","No","N<Required","No"
"17801","Puget Sound Educational Service District 121","17408","2394","Auburn School District","Cascade Middle School","Math","-62.9",,"-19.9",,"-65.8","-53.7","-76.3",,,,"-68","No","N<Required","No","No","No","No","N<Required","N<Required","No","No","No"
"17801","Puget Sound Educational Service District 121","17408","2394","Auburn School District","Cascade Middle School","Reading","-62.2",,"-25.4",,"-61.6","-54.4","-63.9",,,,"-66.2","No","N<Required","No","No","No","No","N<Required","N<Required","No","No","No"
"17801","Puget Sound Educational Service District 121","17408","3439","Auburn School District","Chinook Elementary School","Math","-31","-4.9","-1.9","0","-31.8","-4.8","-60","-1.6",,,"-34.4","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","No","No","No"
"17801","Puget Sound Educational Service District 121","17408","3439","Auburn School District","Chinook Elementary School","Reading","-37.6","-36.4","-20","-57.1","-24.3","-11.2",,"-8.9",,,"-38.2","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","No","No","No"
"17801","Puget Sound Educational Service District 121","17408","2932","Auburn School District","Dick Scobee Elementary School","Math","-29.4",,"0","-10.5","-26.1","-14.2","-29.9","-50","-52.8","-31.2","-33","No","N/A","N<Required","N<Required","No","No","N<Required","N<Required","N<Required","No","No"
"17801","Puget Sound Educational Service District 121","17408","2932","Auburn School District","Dick Scobee Elementary School","Reading","-30.8",,"0","-10.5","-30.4","-16.9","-1.3","-17.8","-57.8","-35.1","-34.7","No","N/A","N<Required","N<Required","No","No","N<Required","N<Required","N<Required","No","No"
"17801","Puget Sound Educational Service District 121","17408","3745","Auburn School District","Evergreen Heights Elementary","Math","-11.7",,,,"-0.2","-1.3","-21.9",,"-49.3","-8.4","-12.5","No","N/A","No","No","No","No","N<Required","N<Required","N<Required","No","No"
"17801","Puget Sound Educational Service District 121","17408","3745","Auburn School District","Evergreen Heights Elementary","Reading","-13",,,,"-9.6","-3.2","-1.9",,"-70.9","-15.8","-12.7","No","N/A","No","No","No","No","N<Required","N<Required","N<Required","No","No"
"17801","Puget Sound Educational Service District 121","17408","3669","Auburn School District","Gildo Rey Elementary School","Math","-19.8","-50","0","-11.8","-12.5",,"-29.4","0","-55.6","-24.6","-22.4","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","N<Required","No","No"
"17801","Puget Sound Educational Service District 121","17408","3669","Auburn School District","Gildo Rey Elementary School","Reading","-27.3",,"0","-11.9","-20.9","-10.6","-39.9","-7.7","-71","-42.4","-30","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","N<Required","No","No"
"17801","Puget Sound Educational Service District 121","17408","4347","Auburn School District","Hazelwood Elementary School","Math","-19.8","-2.4","0","-6","-25.1","-11","0","0",,"-45.9","-30.4","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","No","No","No"
"17801","Puget Sound Educational Service District 121","17408","4347","Auburn School District","Hazelwood Elementary School","Reading","-16.5","-2.4","0","-38.3","-18.7","-7.8","0","0",,"-32.7","-23.8","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","No","No","No"
"17801","Puget Sound Educational Service District 121","17408","4417","Auburn School District","Ilalko Elementary School","Math","-31","-66.6",,"-10.2","-40","-13.9","-27.2","-10.5","-42.3","-40","-43.6","No","N<Required","Yes","N<Required","No","No","N<Required","N<Required","No","No","No"
"17801","Puget Sound Educational Service District 121","18303","1939","Bainbridge Island School District","Bainbridge Special Education Services","Reading",,,,,,,,,,,,"N<Required","N/A","N/A","N/A","N/A","N<Required","N/A","N/A","N<Required","N/A","N/A"
"17801","Puget Sound Educational Service District 121","17408","4417","Auburn School District","Ilalko Elementary School","Reading","-32.2",,,"-29.9","-41.9","-15","-36.2","-6","-39.2","-45.3","-42.3","No","N<Required","Yes","N<Required","No","No","N<Required","N<Required","No","No","No"
"17801","Puget Sound Educational Service District 121","17408","4120","Auburn School District","Lake View Elementary School","Math","-24.7",,"0",,"-45",,,"0","-47.4","-45.4","-32.4","No","N/A","N<Required","N/A","N<Required","No","N<Required","N<Required","N<Required","N<Required","No"
"17801","Puget Sound Educational Service District 121","17408","4120","Auburn School District","Lake View Elementary School","Reading","-21",,"0",,"-27.6",,,"0","-53.7","-62.4","-22.2","No","N/A","N<Required","N/A","N<Required","No","N<Required","N<Required","N<Required","N<Required","No"
"17801","Puget Sound Educational Service District 121","17408","5051","Auburn School District","Lakeland Hills Elementary","Math","-12.5","-66.6",,"0","-13.8","-5.8","0",,,"-37.4","-16.8","No","N<Required","Yes","N<Required","No","No","N<Required","N<Required","No","N<Required","No"
"17801","Puget Sound Educational Service District 121","17408","5051","Auburn School District","Lakeland Hills Elementary","Reading","-14.1","-66.6",,"-6.5","-27.3","-3.3","0",,,"-66.7","-24.4","No","N<Required","No","N<Required","No","No","N<Required","N<Required","No","N<Required","No"
"17801","Puget Sound Educational Service District 121","17408","3525","Auburn School District","Lea Hill Elementary School","Math","-24.6",,"0","-45.9","-3.8","-5.1","0","-8.7","-17.9","-32.2","-28.4","No","N<Required","N<Required","N<Required","N<Required","No","N<Required","N<Required","N<Required","N<Required","No"
"17801","Puget Sound Educational Service District 121","17408","3525","Auburn School District","Lea Hill Elementary School","Reading","-32.5",,"0","-55.8","-23","-11.5",,"-8.7","-31.9","-61.7","-40.9","No","N<Required","N<Required","N<Required","N<Required","No","N<Required","N<Required","N<Required","N<Required","No"
"17801","Puget Sound Educational Service District 121","17408","4462","Auburn School District","Mt Baker Middle School","Math","-34.1","-33.3","-3.6",,"-46.2","-22.9","-13.3","-13.7",,,"-43.6","No","N<Required","No","No","No","No","N<Required","N<Required","No","No","No"
"17801","Puget Sound Educational Service District 121","17408","4462","Auburn School District","Mt Baker Middle School","Reading","-27.1","-33.3",,,"-38.4","-15.7","-9.4","-7.7","-68.5",,"-37","No","N<Required","No","No","No","No","N<Required","N<Required","No","No","No"
"17801","Puget Sound Educational Service District 121","17408","3169","Auburn School District","Olympic Middle School","Math","-66.7","-55.7","-21.1",,"-69.7","-51.3","-57.3","-62.7",,,"-72.3","No","N<Required","No","No","No","No","No","No","No","No","No"
"17801","Puget Sound Educational Service District 121","17408","3169","Auburn School District","Olympic Middle School","Reading","-58.8","-52.9","-21.3",,"-61.3","-44.2","-55.1","-38.9",,,"-64.4","No","N<Required","No","No","No","No","No","No","No","No","No"
"17801","Puget Sound Educational Service District 121","17408","3227","Auburn School District","Pioneer Elementary School","Math","-13.2","0","0","-12.2","-11.3",,"-1.3","0","-27.5","-17.3","-13.7","No","N<Required","N<Required","N<Required","No","Yes","N<Required","N<Required","N<Required","No","No"
"17801","Puget Sound Educational Service District 121","17408","3227","Auburn School District","Pioneer Elementary School","Reading","-22.8","0","0","-37.2","-22.2",,"-11.9","0","-41.8","-35.8","-24.2","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","N<Required","No","No"
"17801","Puget Sound Educational Service District 121","17408","4385","Auburn School District","Rainier Middle School","Math","-33","0","-12.8","-38","-33.9","-24.1","-61.4",,"-72.9","-51.3","-39.8","No","N<Required","No","No","No","No","N<Required","N<Required","No","No","No"
"17801","Puget Sound Educational Service District 121","17408","4385","Auburn School District","Rainier Middle School","Reading","-29.3","-25","-3.1","-34","-28.2","-22.2","-18",,,"-67.8","-37.9","No","N<Required","No","No","No","No","N<Required","N<Required","No","No","No"
"17801","Puget Sound Educational Service District 121","17408","1915","Auburn School District","Special Ed School","Math",,,,,,,,,,,,"N<Required","N/A","N<Required","N<Required","N/A","N<Required","N/A","N/A","N<Required","N/A","N/A"
"17801","Puget Sound Educational Service District 121","17408","1915","Auburn School District","Special Ed School","Reading",,,,,,,,,,,,"N<Required","N/A","N<Required","N<Required","N/A","N<Required","N/A","N/A","N<Required","N/A","N/A"
"17801","Puget Sound Educational Service District 121","17408","2659","Auburn School District","Terminal Park Elementary School","Math","-21",,"0","-12.8",,"-6.6","-40","0","-65.5",,"-28.8","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","N<Required","No","No"
"17801","Puget Sound Educational Service District 121","17408","2659","Auburn School District","Terminal Park Elementary School","Reading","-23.3",,"0","-33.2",,"-11.5","-40","0","-63",,"-28.9","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","N<Required","No","No"
"17801","Puget Sound Educational Service District 121","17408","2326","Auburn School District","Washington Elementary School","Math","-33.3",,"0","-6.2","-30.4","-15.1","-65.2","-25.4","-34",,"-32.7","No","N/A","N<Required","N<Required","No","No","N<Required","N<Required","N<Required","No","No"
"17801","Puget Sound Educational Service District 121","17408","2326","Auburn School District","Washington Elementary School","Reading","-33.8",,"0","-14.3","-28.6","-16.2",,"-10.7","-42.6",,"-32.4","No","N/A","N<Required","N<Required","No","No","N<Required","N<Required","N<Required","No","No"
"17801","Puget Sound Educational Service District 121","17408","2702","Auburn School District","West Auburn Senior High School","Math",,,,,,,,,,,,"No","N<Required","N/A","N/A","N<Required","N<Required","N/A","N/A","N<Required","N<Required","N<Required"
"17801","Puget Sound Educational Service District 121","17408","2702","Auburn School District","West Auburn Senior High School","Reading","-73",,,,"-70.7","-63.9",,"-24.5",,,"-70.5","No","N<Required","N/A","N/A","N<Required","N<Required","N/A","N/A","N<Required","N<Required","N<Required"
"17801","Puget Sound Educational Service District 121","18303","2395","Bainbridge Island School District","Bainbridge High School","Math",,,"-79.6",,,,,"-78.3",,,,"No","N<Required","N<Required","N<Required","N<Required","No","N/A","N/A","N<Required","N<Required","N<Required"
"17801","Puget Sound Educational Service District 121","18303","2395","Bainbridge Island School District","Bainbridge High School","Reading",,,"-79.6","-24.5","-75",,,"-78.3",,,,"No","N<Required","N<Required","N<Required","N<Required","No","N/A","N/A","N<Required","N<Required","N<Required"
"17801","Puget Sound Educational Service District 121","18303","1939","Bainbridge Island School District","Bainbridge Special Education Services","Math",,,,,,,,,,,,"N<Required","N/A","N/A","N/A","N/A","N<Required","N/A","N/A","N<Required","N/A","N/A"
"17801","Puget Sound Educational Service District 121","18303","3552","Bainbridge Island School District","Capt Johnston Blakely Elem Sch","Math","-5.1","0","0",,"0",,,"0","-8.5",,"-17.2","No","N<Required","N<Required","N<Required","N<Required","No","N/A","N/A","N<Required","N/A","N<Required"
"17801","Puget Sound Educational Service District 121","18303","3552","Bainbridge Island School District","Capt Johnston Blakely Elem Sch","Reading","-6.7","0","0",,"-1.8",,,"0","-5.8",,"-35.9","No","N<Required","N<Required","N<Required","N<Required","No","N/A","N/A","N<Required","N/A","N<Required"
"17801","Puget Sound Educational Service District 121","18303","3043","Bainbridge Island School District","Capt. Charles Wilkes Elem School","Math","-7.6",,"0",,"0","-7.1",,"0","-4.7",,"0","No","N/A","N<Required","N/A","N<Required","No","N/A","N/A","No","N/A","N<Required"
"17801","Puget Sound Educational Service District 121","18303","3043","Bainbridge Island School District","Capt. Charles Wilkes Elem School","Reading","-9.3",,"0",,"0","-9.3",,"0","-7.2",,"-4.4","No","N/A","N<Required","N/A","N<Required","No","N/A","N/A","No","N/A","N<Required"
