est_ttl,est_ttl_ml_sub5,est_ttl_ml_sub10,est_ttl_ml_sub15,est_ttl_fl_sub5,est_ttl_fl_sub10,est_ttl_fl_sub15,id,Geographic Area Name,elem,mdl
2032,69,23,13,50,106,51,1500000US530530732004,"Block Group 4, Census Tract 732, Pierce County, Washington",129,64
3367,83,110,181,237,163,109,1500000US530530733011,"Block Group 1, Census Tract 733.01, Pierce County, Washington",273,290
1331,30,87,61,64,56,114,1500000US530530733012,"Block Group 2, Census Tract 733.01, Pierce County, Washington",143,175
207,0,0,0,12,12,0,1500000US530530733013,"Block Group 3, Census Tract 733.01, Pierce County, Washington",12,0
983,15,0,0,124,67,15,1500000US530530733014,"Block Group 4, Census Tract 733.01, Pierce County, Washington",67,15
1261,10,74,20,75,22,19,1500000US530530733021,"Block Group 1, Census Tract 733.02, Pierce County, Washington",96,39
1316,24,64,57,55,25,49,1500000US530530733022,"Block Group 2, Census Tract 733.02, Pierce County, Washington",89,106
1155,11,20,21,46,0,80,1500000US530530733023,"Block Group 3, Census Tract 733.02, Pierce County, Washington",20,101
1338,10,72,42,39,21,21,1500000US530530734041,"Block Group 1, Census Tract 734.04, Pierce County, Washington",93,63
899,47,9,9,0,35,21,1500000US530530734042,"Block Group 2, Census Tract 734.04, Pierce County, Washington",44,30
706,53,0,9,0,0,0,1500000US530530734043,"Block Group 3, Census Tract 734.04, Pierce County, Washington",0,9
1034,46,12,0,0,12,49,1500000US530530734044,"Block Group 4, Census Tract 734.04, Pierce County, Washington",24,49
1873,48,50,86,27,49,78,1500000US530530734045,"Block Group 5, Census Tract 734.04, Pierce County, Washington",99,164
1933,61,54,64,32,79,55,1500000US530530734051,"Block Group 1, Census Tract 734.05, Pierce County, Washington",133,119
1431,0,25,23,49,41,27,1500000US530530734052,"Block Group 2, Census Tract 734.05, Pierce County, Washington",66,50
1715,18,28,56,40,71,55,1500000US530530734061,"Block Group 1, Census Tract 734.06, Pierce County, Washington",99,111
1458,52,61,0,45,41,43,1500000US530530734062,"Block Group 2, Census Tract 734.06, Pierce County, Washington",102,43
1851,90,128,54,20,46,40,1500000US530530734063,"Block Group 3, Census Tract 734.06, Pierce County, Washington",174,94
1483,101,21,48,43,18,0,1500000US530530734071,"Block Group 1, Census Tract 734.07, Pierce County, Washington",39,48
943,22,85,43,0,62,20,1500000US530530734072,"Block Group 2, Census Tract 734.07, Pierce County, Washington",147,63
1309,68,62,2,40,0,0,1500000US530530734073,"Block Group 3, Census Tract 734.07, Pierce County, Washington",62,2
2181,156,118,84,179,114,77,1500000US530530734081,"Block Group 1, Census Tract 734.08, Pierce County, Washington",232,161
994,14,15,7,11,47,46,1500000US530530734082,"Block Group 2, Census Tract 734.08, Pierce County, Washington",62,53
826,6,38,21,7,0,19,1500000US530530734083,"Block Group 3, Census Tract 734.08, Pierce County, Washington",38,40
1185,34,19,0,16,17,20,1500000US530530735001,"Block Group 1, Census Tract 735, Pierce County, Washington",36,20
1282,58,51,12,13,0,24,1500000US530530735002,"Block Group 2, Census Tract 735, Pierce County, Washington",51,36
1052,55,37,28,7,29,10,1500000US530530735003,"Block Group 3, Census Tract 735, Pierce County, Washington",66,38
919,0,0,31,32,39,18,1500000US530530735004,"Block Group 4, Census Tract 735, Pierce County, Washington",39,49
1365,25,0,55,71,28,92,1500000US530530735005,"Block Group 5, Census Tract 735, Pierce County, Washington",28,147
1406,20,100,83,32,49,75,1500000US530530735006,"Block Group 6, Census Tract 735, Pierce County, Washington",149,158
1378,17,42,67,39,24,68,1500000US530539400011,"Block Group 1, Census Tract 9400.01, Pierce County, Washington",66,135
1303,43,6,26,58,22,29,1500000US530539400012,"Block Group 2, Census Tract 9400.01, Pierce County, Washington",28,55
1494,43,55,50,25,59,66,1500000US530539400021,"Block Group 1, Census Tract 9400.02, Pierce County, Washington",114,116
1163,31,22,72,66,29,19,1500000US530539400022,"Block Group 2, Census Tract 9400.02, Pierce County, Washington",51,91
1130,32,42,56,21,35,68,1500000US530539400023,"Block Group 3, Census Tract 9400.02, Pierce County, Washington",77,124
3340,129,116,157,194,154,64,1500000US530539400031,"Block Group 1, Census Tract 9400.03, Pierce County, Washington",270,221
1605,43,53,10,34,42,56,1500000US530539400032,"Block Group 2, Census Tract 9400.03, Pierce County, Washington",95,66
2228,100,105,100,111,109,67,1500000US530539400033,"Block Group 3, Census Tract 9400.03, Pierce County, Washington",214,167
1467,37,47,40,30,46,14,1500000US530539400041,"Block Group 1, Census Tract 9400.04, Pierce County, Washington",93,54
559,4,25,19,0,21,44,1500000US530539400042,"Block Group 2, Census Tract 9400.04, Pierce County, Washington",46,63
852,13,3,27,22,3,6,1500000US530539400043,"Block Group 3, Census Tract 9400.04, Pierce County, Washington",6,33
805,7,0,15,12,29,39,1500000US530539400044,"Block Group 4, Census Tract 9400.04, Pierce County, Washington",29,54
1240,13,50,28,22,27,22,1500000US530539400045,"Block Group 5, Census Tract 9400.04, Pierce County, Washington",77,50
1434,3,21,51,13,32,40,1500000US530539400046,"Block Group 6, Census Tract 9400.04, Pierce County, Washington",53,91
1509,49,61,46,47,34,53,1500000US530539400051,"Block Group 1, Census Tract 9400.05, Pierce County, Washington",95,99
2127,65,70,72,58,58,104,1500000US530539400052,"Block Group 2, Census Tract 9400.05, Pierce County, Washington",128,176
2226,123,107,78,58,43,123,1500000US530539400053,"Block Group 3, Census Tract 9400.05, Pierce County, Washington",150,201
1526,95,77,105,39,82,80,1500000US530539400061,"Block Group 1, Census Tract 9400.06, Pierce County, Washington",159,185
1351,89,157,67,95,175,101,1500000US530539400062,"Block Group 2, Census Tract 9400.06, Pierce County, Washington",332,168
752,14,61,34,17,12,25,1500000US530539400071,"Block Group 1, Census Tract 9400.07, Pierce County, Washington",73,59
1238,41,19,15,90,36,26,1500000US530539400072,"Block Group 2, Census Tract 9400.07, Pierce County, Washington",55,41
1135,67,44,53,30,38,46,1500000US530539400073,"Block Group 3, Census Tract 9400.07, Pierce County, Washington",82,99
2786,90,94,110,55,69,88,1500000US530539400081,"Block Group 1, Census Tract 9400.08, Pierce County, Washington",163,198
2044,78,146,95,68,122,80,1500000US530539400082,"Block Group 2, Census Tract 9400.08, Pierce County, Washington",268,175
1266,8,23,41,23,10,25,1500000US530539400083,"Block Group 3, Census Tract 9400.08, Pierce County, Washington",33,66
1751,29,12,46,69,40,34,1500000US530539400091,"Block Group 1, Census Tract 9400.09, Pierce County, Washington",52,80
1083,10,54,25,59,8,44,1500000US530539400092,"Block Group 2, Census Tract 9400.09, Pierce County, Washington",62,69
1944,56,42,28,66,43,37,1500000US530539400101,"Block Group 1, Census Tract 9400.10, Pierce County, Washington",85,65
1555,0,50,15,0,23,12,1500000US530539400102,"Block Group 2, Census Tract 9400.10, Pierce County, Washington",73,27
606,11,50,23,9,3,33,1500000US530539400103,"Block Group 3, Census Tract 9400.10, Pierce County, Washington",53,56
1458,21,28,60,35,28,68,1500000US530539400111,"Block Group 1, Census Tract 9400.11, Pierce County, Washington",56,128
1802,74,47,46,25,63,43,1500000US530539400112,"Block Group 2, Census Tract 9400.11, Pierce County, Washington",110,89
1014,19,32,49,11,33,21,1500000US530539400113,"Block Group 3, Census Tract 9400.11, Pierce County, Washington",65,70
