est_tl,MOE_tl,est_tl_No schooling completed,MOE_tl_No schooling completed,est_tl_Nursery school,MOE_tl_Nursery school,est_tl_Kindergarten,MOE_tl_Kindergarten,est_tl_1st grade,MOE_tl_1st grade,est_tl_2nd grade,MOE_tl_2nd grade,est_tl_3rd grade,MOE_tl_3rd grade,est_tl_4th grade,MOE_tl_4th grade,est_tl_5th grade,MOE_tl_5th grade,est_tl_6th grade,MOE_tl_6th grade,est_tl_7th grade,MOE_tl_7th grade,est_tl_8th grade,MOE_tl_8th grade,est_tl_9th grade,MOE_tl_9th grade,est_tl_10th grade,MOE_tl_10th grade,est_tl_11th grade,MOE_tl_11th grade,"est_tl_12th grade, no diploma","MOE_tl_12th grade, no diploma",est_tl_Regular high school diploma,MOE_tl_Regular high school diploma,est_tl_GED or alternative credential,MOE_tl_GED or alternative credential,"est_tl_Some college, less than 1 year","MOE_tl_Some college, less than 1 year","est_tl_Some college, 1 or more years, no deg","MOE_tl_Some college, 1 or more years, no deg",est_tl_Associate's deg,MOE_tl_Associate's deg,est_tl_Bachelor's deg,MOE_tl_Bachelor's deg,est_tl_Master's deg,MOE_tl_Master's deg,est_tl_Professional school deg,MOE_tl_Professional school deg,est_tl_Doctorate deg,MOE_tl_Doctorate deg,id,Geographic Area Name
485,183,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,47,0,12,14,25,0,12,14,24,0,12,105,78,0,12,31,35,143,106,39,37,89,70,23,37,0,12,0,12,1500000US530530625003,"Block Group 3, Census Tract 625, Pierce County, Washington"
707,291,0,12,0,12,0,12,0,12,0,12,0,12,0,12,45,53,0,12,0,12,0,12,54,64,56,67,179,163,0,12,163,125,17,28,10,16,58,58,107,88,18,29,0,12,0,12,0,12,1500000US530530625004,"Block Group 4, Census Tract 625, Pierce County, Washington"
1116,388,85,72,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,7,0,12,30,43,15,25,546,313,0,12,60,49,158,116,123,103,72,79,24,40,0,12,0,12,1500000US530530625005,"Block Group 5, Census Tract 625, Pierce County, Washington"
619,224,8,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,24,0,12,22,34,20,32,26,43,0,12,270,207,21,35,32,51,79,60,41,33,43,51,34,39,0,12,14,21,1500000US530530625006,"Block Group 6, Census Tract 625, Pierce County, Washington"
684,294,43,68,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,65,73,0,12,0,12,124,121,62,79,73,62,82,80,118,84,117,78,0,12,0,12,0,12,1500000US530530625007,"Block Group 7, Census Tract 625, Pierce County, Washington"
715,189,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,10,17,18,23,27,0,12,226,86,87,77,52,32,131,89,34,30,121,93,10,16,7,13,0,12,1500000US530530626001,"Block Group 1, Census Tract 626, Pierce County, Washington"
1375,247,16,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,25,6,14,21,27,22,25,63,44,20,23,329,135,29,27,169,106,386,141,160,83,114,60,25,20,0,12,0,12,1500000US530530626002,"Block Group 2, Census Tract 626, Pierce County, Washington"
853,259,0,12,0,12,10,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,50,52,68,105,234,155,0,12,46,45,161,93,113,73,97,82,62,69,0,12,12,19,1500000US530530628011,"Block Group 1, Census Tract 628.01, Pierce County, Washington"
992,205,22,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,34,10,16,15,27,0,12,51,63,17,28,19,29,278,104,41,40,67,52,296,120,49,42,47,40,61,88,0,12,0,12,1500000US530530628012,"Block Group 2, Census Tract 628.01, Pierce County, Washington"
1098,319,21,35,0,12,0,12,0,12,0,12,10,17,0,12,0,12,0,12,4,10,8,9,0,12,36,51,4,9,18,26,224,100,47,55,160,95,301,156,131,125,89,73,45,61,0,12,0,12,1500000US530530628013,"Block Group 3, Census Tract 628.01, Pierce County, Washington"
648,136,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,26,0,12,10,16,9,15,163,86,54,69,64,58,80,47,131,79,97,61,26,31,0,12,0,12,1500000US530530628014,"Block Group 4, Census Tract 628.01, Pierce County, Washington"
1110,194,19,24,0,12,0,12,0,12,0,12,0,12,10,15,0,12,0,12,3,6,0,12,0,12,35,49,38,44,44,42,275,92,90,50,102,56,134,95,78,51,184,78,75,48,23,22,0,12,1500000US530530628021,"Block Group 1, Census Tract 628.02, Pierce County, Washington"
985,269,14,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,11,52,57,0,12,36,43,205,98,125,78,166,97,180,108,115,75,71,46,16,20,0,12,0,12,1500000US530530628022,"Block Group 2, Census Tract 628.02, Pierce County, Washington"
799,248,0,12,0,12,0,12,0,12,0,12,0,12,13,27,0,12,0,12,0,12,0,12,9,19,0,12,0,12,28,26,177,90,82,67,94,73,109,62,56,46,119,72,53,56,59,81,0,12,1500000US530530628023,"Block Group 3, Census Tract 628.02, Pierce County, Washington"
1312,237,17,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,24,38,0,12,55,64,12,20,0,12,40,45,27,33,262,120,134,93,144,95,347,157,63,58,174,121,13,22,0,12,0,12,1500000US530530629001,"Block Group 1, Census Tract 629, Pierce County, Washington"
974,317,44,59,0,12,0,12,0,12,0,12,48,78,0,12,0,12,38,62,0,12,17,29,0,12,14,21,48,48,14,22,137,90,87,103,88,74,193,95,54,45,124,85,68,70,0,12,0,12,1500000US530530629002,"Block Group 2, Census Tract 629, Pierce County, Washington"
802,243,43,50,0,12,0,12,0,12,0,12,0,12,0,12,20,31,0,12,0,12,1,2,18,30,31,35,21,34,32,57,167,102,48,47,41,36,45,42,126,70,209,86,0,12,0,12,0,12,1500000US530530629003,"Block Group 3, Census Tract 629, Pierce County, Washington"
632,183,0,12,0,12,0,12,13,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,22,24,36,0,12,216,129,24,29,110,97,104,58,70,75,29,34,28,23,0,12,0,12,1500000US530530629004,"Block Group 4, Census Tract 629, Pierce County, Washington"
422,183,0,12,0,12,12,18,0,12,0,12,0,12,0,12,13,25,0,12,0,12,0,12,0,12,65,68,66,82,30,37,80,65,37,34,27,30,38,36,13,21,41,31,0,12,0,12,0,12,1500000US530530629005,"Block Group 5, Census Tract 629, Pierce County, Washington"
484,143,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,31,21,30,0,12,0,12,0,12,0,12,0,12,0,12,121,79,83,69,37,35,129,69,57,60,14,23,0,12,0,12,0,12,1500000US530530629006,"Block Group 6, Census Tract 629, Pierce County, Washington"
790,199,13,22,6,10,0,12,0,12,0,12,0,12,0,12,0,12,14,23,0,12,14,16,0,12,5,9,43,56,0,12,185,91,31,33,19,21,251,106,65,62,93,65,51,58,0,12,0,12,1500000US530530630001,"Block Group 1, Census Tract 630, Pierce County, Washington"
1394,217,40,53,0,12,0,12,52,74,0,12,0,12,0,12,0,12,17,21,24,36,34,34,17,20,35,36,49,45,155,109,381,107,85,59,78,61,260,111,110,70,36,35,21,24,0,12,0,12,1500000US530530630002,"Block Group 2, Census Tract 630, Pierce County, Washington"
437,155,10,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,44,0,12,0,12,0,12,144,75,34,33,44,38,97,62,46,32,20,23,14,17,0,12,0,12,1500000US530530631001,"Block Group 1, Census Tract 631, Pierce County, Washington"
793,165,0,12,0,12,0,12,0,12,0,12,0,12,8,12,26,40,0,12,0,12,29,47,40,32,10,15,20,23,21,16,218,77,55,48,74,49,82,55,69,60,112,70,29,32,0,12,0,12,1500000US530530631002,"Block Group 2, Census Tract 631, Pierce County, Washington"
543,167,11,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,0,12,0,12,24,33,0,12,24,23,208,80,36,36,74,47,50,52,23,34,69,96,16,19,0,12,0,12,1500000US530530631003,"Block Group 3, Census Tract 631, Pierce County, Washington"
1003,198,56,63,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,18,5,11,12,20,22,27,13,17,27,21,264,90,174,164,83,85,149,113,48,44,112,86,18,31,0,12,9,14,1500000US530530631004,"Block Group 4, Census Tract 631, Pierce County, Washington"
687,174,25,22,0,12,0,12,0,12,0,12,0,12,0,12,2,9,7,12,0,12,7,10,22,25,11,16,15,23,3,15,153,74,58,45,58,46,176,110,46,36,66,46,26,27,0,12,12,18,1500000US530530632001,"Block Group 1, Census Tract 632, Pierce County, Washington"
1415,305,26,21,0,12,0,12,0,12,40,62,0,12,0,12,0,12,0,12,35,38,0,12,62,47,71,44,61,49,10,15,424,151,80,64,80,57,296,116,203,98,17,21,10,17,0,12,0,12,1500000US530530632002,"Block Group 2, Census Tract 632, Pierce County, Washington"
472,130,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,11,0,12,39,52,1,6,33,35,0,12,21,23,120,67,0,12,29,22,128,109,45,49,50,46,0,12,0,12,0,12,1500000US530530632003,"Block Group 3, Census Tract 632, Pierce County, Washington"
535,149,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,19,13,20,135,69,44,51,41,31,144,86,29,31,97,64,20,26,0,12,0,12,1500000US530530632004,"Block Group 4, Census Tract 632, Pierce County, Washington"
615,188,10,16,0,12,0,12,0,12,8,14,0,12,0,12,0,12,0,12,0,12,0,12,7,11,21,24,2,14,0,12,179,143,117,147,92,52,48,38,22,20,60,44,49,29,0,12,0,12,1500000US530530632005,"Block Group 5, Census Tract 632, Pierce County, Washington"
1004,315,52,81,0,12,0,12,0,12,0,12,6,13,17,23,13,19,45,51,17,25,7,12,112,80,46,50,27,37,26,26,257,129,24,31,115,102,99,65,46,40,41,35,54,41,0,12,0,12,1500000US530530633001,"Block Group 1, Census Tract 633, Pierce County, Washington"
1737,310,15,25,0,12,0,12,0,12,18,23,20,30,0,12,18,29,82,54,29,45,0,12,59,57,51,57,39,37,18,24,436,184,52,49,168,123,453,198,129,72,88,62,59,46,0,12,3,6,1500000US530530633002,"Block Group 2, Census Tract 633, Pierce County, Washington"
891,238,128,95,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,0,12,0,12,0,12,33,46,27,43,0,12,252,141,0,12,54,52,224,233,66,82,86,64,14,21,0,12,0,12,1500000US530530633003,"Block Group 3, Census Tract 633, Pierce County, Washington"
495,180,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,32,0,12,96,125,0,12,0,12,4,10,57,86,19,31,39,38,105,86,56,68,78,69,23,37,0,12,0,12,1500000US530530633004,"Block Group 4, Census Tract 633, Pierce County, Washington"
779,284,8,21,0,12,0,12,0,12,0,12,0,12,14,23,0,12,15,24,0,12,13,19,0,12,62,80,16,26,22,34,329,216,26,26,61,49,93,91,34,35,73,69,0,12,13,22,0,12,1500000US530530633005,"Block Group 5, Census Tract 633, Pierce County, Washington"
873,235,51,80,0,12,0,12,0,12,0,12,0,12,0,12,0,12,58,91,0,12,0,12,86,71,25,29,23,36,11,18,313,135,18,21,74,54,103,70,48,75,29,30,34,37,0,12,0,12,1500000US530530634001,"Block Group 1, Census Tract 634, Pierce County, Washington"
1146,276,30,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,29,0,12,14,22,11,18,45,60,51,59,393,161,104,94,81,62,162,99,117,77,110,50,10,17,0,12,0,12,1500000US530530634002,"Block Group 2, Census Tract 634, Pierce County, Washington"
536,176,12,20,0,12,0,12,0,12,0,12,0,12,1,3,0,12,12,19,38,61,0,12,0,12,0,12,0,12,12,20,165,97,65,65,60,57,65,43,76,64,16,25,14,21,0,12,0,12,1500000US530530634003,"Block Group 3, Census Tract 634, Pierce County, Washington"
520,151,11,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,2,0,12,59,59,0,12,12,20,151,95,12,21,25,24,63,50,90,78,77,53,19,30,0,12,0,12,1500000US530530634004,"Block Group 4, Census Tract 634, Pierce County, Washington"
1050,286,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,9,4,9,44,69,69,88,26,41,282,148,96,89,69,62,290,169,40,58,114,91,12,21,0,12,0,12,1500000US530530634005,"Block Group 5, Census Tract 634, Pierce County, Washington"
768,306,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,35,47,0,12,60,99,29,47,0,12,9,14,0,12,204,168,26,44,89,85,110,90,51,83,141,94,14,24,0,12,0,12,1500000US530530634006,"Block Group 6, Census Tract 634, Pierce County, Washington"
463,116,32,39,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,14,19,22,0,12,0,12,9,14,145,65,34,32,84,52,66,54,20,21,9,15,26,26,10,17,0,12,1500000US530530635011,"Block Group 1, Census Tract 635.01, Pierce County, Washington"
680,123,0,12,0,12,0,12,0,12,9,14,8,12,0,12,0,12,13,20,0,12,0,12,23,26,31,32,5,10,10,18,192,87,49,44,39,27,129,58,66,35,93,57,13,19,0,12,0,12,1500000US530530635012,"Block Group 2, Census Tract 635.01, Pierce County, Washington"
773,181,15,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,1,2,0,12,40,52,47,69,221,87,30,27,46,37,98,48,105,59,114,74,48,34,0,12,0,12,1500000US530530635013,"Block Group 3, Census Tract 635.01, Pierce County, Washington"
1128,287,77,75,0,12,0,12,0,12,10,15,40,66,0,12,0,12,21,34,32,49,22,32,80,105,74,79,8,12,60,62,305,106,43,43,54,44,187,104,89,58,26,20,0,12,0,12,0,12,1500000US530530635014,"Block Group 4, Census Tract 635.01, Pierce County, Washington"
680,195,37,44,0,12,0,12,0,12,0,12,0,12,8,21,0,12,28,38,0,12,0,12,9,16,0,12,6,10,18,21,162,114,68,67,32,29,93,66,43,29,134,66,5,9,0,12,37,51,1500000US530530635021,"Block Group 1, Census Tract 635.02, Pierce County, Washington"
1722,217,42,54,0,12,0,12,0,12,0,12,0,12,0,12,19,22,9,16,0,12,22,25,16,26,75,51,36,32,92,62,490,122,172,81,148,59,264,98,99,54,208,101,19,22,11,19,0,12,1500000US530530635022,"Block Group 2, Census Tract 635.02, Pierce County, Washington"
937,190,21,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,24,27,0,12,60,71,0,12,0,12,5,9,0,12,337,98,46,30,31,24,209,81,45,46,117,62,33,31,9,14,0,12,1500000US530530635023,"Block Group 3, Census Tract 635.02, Pierce County, Washington"
545,144,19,28,0,12,0,12,0,12,0,12,0,12,0,12,2,3,14,32,2,4,9,16,2,4,4,5,6,10,3,5,121,60,11,12,50,35,167,81,29,26,99,61,4,5,0,12,3,4,1500000US530530701001,"Block Group 1, Census Tract 701, Pierce County, Washington"
0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1500000US530530701002,"Block Group 2, Census Tract 701, Pierce County, Washington"
828,174,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,39,61,38,34,27,30,216,93,53,37,32,25,124,71,81,63,125,57,78,41,0,12,15,18,1500000US530530701003,"Block Group 3, Census Tract 701, Pierce County, Washington"
800,204,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,24,34,0,12,0,12,0,12,21,22,37,40,7,12,182,78,84,63,73,59,174,88,80,51,14,18,104,87,0,12,0,12,1500000US530530701004,"Block Group 4, Census Tract 701, Pierce County, Washington"
1493,228,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,14,0,12,0,12,57,57,0,12,0,12,0,12,369,182,52,50,145,57,268,97,167,73,284,96,132,70,10,17,0,12,1500000US530530702031,"Block Group 1, Census Tract 702.03, Pierce County, Washington"
1624,261,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,80,78,0,12,48,34,18,20,615,178,110,51,144,73,205,79,171,60,180,66,32,27,0,12,21,22,1500000US530530702032,"Block Group 2, Census Tract 702.03, Pierce County, Washington"
461,139,9,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,17,0,12,0,12,0,12,44,42,21,33,0,12,82,40,43,31,71,61,80,39,12,18,47,49,29,44,0,12,11,17,1500000US530530702033,"Block Group 3, Census Tract 702.03, Pierce County, Washington"
987,197,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,66,49,52,43,18,24,301,107,105,82,109,72,176,69,94,72,33,27,14,17,12,23,0,12,1500000US530530702041,"Block Group 1, Census Tract 702.04, Pierce County, Washington"
1498,263,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,14,0,12,38,38,51,47,19,22,485,160,73,47,138,75,372,194,232,155,44,40,25,31,13,20,0,12,1500000US530530702042,"Block Group 2, Census Tract 702.04, Pierce County, Washington"
1537,175,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,15,0,12,46,68,59,44,65,62,40,39,407,101,100,64,120,49,270,129,215,84,142,77,64,48,0,12,0,12,1500000US530530702051,"Block Group 1, Census Tract 702.05, Pierce County, Washington"
679,170,0,12,0,12,0,12,0,12,0,12,7,11,0,12,0,12,0,12,20,33,21,34,6,10,11,18,15,24,8,13,217,60,36,35,62,38,94,53,46,49,97,56,38,35,0,12,1,3,1500000US530530702052,"Block Group 2, Census Tract 702.05, Pierce County, Washington"
1060,182,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2,4,15,16,24,25,27,23,40,29,338,78,56,30,110,54,202,64,113,40,71,37,51,40,9,11,2,3,1500000US530530702061,"Block Group 1, Census Tract 702.06, Pierce County, Washington"
856,153,14,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,8,12,27,21,29,40,9,11,267,88,81,55,77,35,166,74,101,49,38,28,28,20,3,4,0,12,1500000US530530702062,"Block Group 2, Census Tract 702.06, Pierce County, Washington"
675,185,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,6,25,28,0,12,7,10,21,33,213,67,146,128,44,26,98,52,61,44,37,28,11,13,8,12,0,12,1500000US530530702063,"Block Group 3, Census Tract 702.06, Pierce County, Washington"
828,213,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,16,8,11,241,99,80,67,166,93,133,86,94,63,63,80,24,35,9,15,0,12,1500000US530530702071,"Block Group 1, Census Tract 702.07, Pierce County, Washington"
763,170,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,13,167,82,40,45,133,65,165,84,47,49,130,67,66,38,0,12,7,11,1500000US530530702072,"Block Group 2, Census Tract 702.07, Pierce County, Washington"
829,246,438,243,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,13,0,12,0,12,0,12,0,12,0,12,0,12,122,64,0,12,31,27,99,58,64,52,38,34,29,29,0,12,0,12,1500000US530530702073,"Block Group 3, Census Tract 702.07, Pierce County, Washington"
756,191,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,33,36,6,10,11,16,301,124,16,19,13,16,197,99,51,34,83,63,22,35,23,38,0,12,1500000US530530702074,"Block Group 4, Census Tract 702.07, Pierce County, Washington"
605,134,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,17,0,12,0,12,21,24,79,53,12,19,131,99,82,54,47,33,178,63,31,28,14,21,0,12,1500000US530530703071,"Block Group 1, Census Tract 703.07, Pierce County, Washington"
1116,155,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,22,0,12,0,12,18,20,253,101,21,23,102,60,144,64,20,29,309,109,188,101,20,22,21,23,1500000US530530703072,"Block Group 2, Census Tract 703.07, Pierce County, Washington"
1580,194,10,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,15,0,12,9,17,17,18,8,13,342,112,42,35,154,75,209,75,141,73,481,127,152,62,7,11,0,12,1500000US530530703073,"Block Group 3, Census Tract 703.07, Pierce County, Washington"
1058,195,10,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,42,58,17,16,20,21,7,10,20,23,260,82,39,31,87,62,229,92,99,51,185,65,32,23,11,17,0,12,1500000US530530703081,"Block Group 1, Census Tract 703.08, Pierce County, Washington"
1171,222,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,24,30,44,32,46,26,26,282,86,76,41,224,129,178,85,112,71,128,67,38,45,9,13,14,15,1500000US530530703082,"Block Group 2, Census Tract 703.08, Pierce County, Washington"
1014,228,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,35,54,0,12,331,204,14,23,69,52,213,125,130,72,136,103,32,52,14,23,40,61,1500000US530530703091,"Block Group 1, Census Tract 703.09, Pierce County, Washington"
1283,203,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,73,70,11,16,0,12,0,12,341,122,56,48,141,91,219,105,113,69,220,103,109,80,0,12,0,12,1500000US530530703092,"Block Group 2, Census Tract 703.09, Pierce County, Washington"
1288,207,15,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,29,64,68,0,12,311,125,55,45,147,96,342,131,98,64,137,74,80,74,0,12,13,22,1500000US530530703093,"Block Group 3, Census Tract 703.09, Pierce County, Washington"
1213,158,5,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,33,8,12,0,12,34,50,19,22,432,119,65,44,147,78,141,68,135,70,144,61,56,41,6,11,0,12,1500000US530530703101,"Block Group 1, Census Tract 703.10, Pierce County, Washington"
534,172,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,20,12,19,0,12,0,12,31,49,59,62,217,99,34,27,52,47,23,28,73,50,20,30,0,12,0,12,0,12,1500000US530530703102,"Block Group 2, Census Tract 703.10, Pierce County, Washington"
1010,148,10,16,0,12,0,12,0,12,0,12,0,12,0,12,7,11,0,12,0,12,0,12,0,12,0,12,13,15,12,18,185,66,0,12,206,72,185,78,128,70,168,73,89,53,7,12,0,12,1500000US530530703103,"Block Group 3, Census Tract 703.10, Pierce County, Washington"
370,109,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,14,53,57,15,25,0,12,128,68,37,38,5,9,99,46,12,18,4,6,7,12,0,12,0,12,1500000US530530703104,"Block Group 4, Census Tract 703.10, Pierce County, Washington"
847,194,11,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,17,0,12,0,12,39,51,29,27,191,63,7,11,48,43,198,97,150,93,108,64,45,42,10,18,0,12,1500000US530530703111,"Block Group 1, Census Tract 703.11, Pierce County, Washington"
987,181,41,60,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,19,11,18,362,148,19,21,97,49,241,103,114,54,63,40,14,16,5,8,7,13,1500000US530530703112,"Block Group 2, Census Tract 703.11, Pierce County, Washington"
1151,214,0,12,0,12,0,12,0,12,34,51,17,33,0,12,36,55,49,75,0,12,0,12,0,12,19,22,9,14,45,30,317,102,18,22,104,64,221,84,93,51,156,64,22,19,11,17,0,12,1500000US530530703113,"Block Group 3, Census Tract 703.11, Pierce County, Washington"
581,132,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,3,0,12,0,12,0,12,0,12,156,78,0,12,61,30,23,21,105,66,154,72,36,22,39,45,6,12,1500000US530530703121,"Block Group 1, Census Tract 703.12, Pierce County, Washington"
1902,247,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,6,0,12,7,12,0,12,17,22,0,12,268,148,141,75,176,86,423,138,367,106,315,106,126,65,52,57,7,12,1500000US530530703122,"Block Group 2, Census Tract 703.12, Pierce County, Washington"
769,178,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,15,0,12,17,19,6,11,33,35,194,84,59,47,87,65,141,106,60,37,110,54,32,32,15,18,6,10,1500000US530530703123,"Block Group 3, Census Tract 703.12, Pierce County, Washington"
1015,183,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,34,311,155,39,44,40,42,270,133,66,59,131,80,92,65,20,33,18,29,1500000US530530703131,"Block Group 1, Census Tract 703.13, Pierce County, Washington"
624,181,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,29,0,12,82,79,28,42,51,41,99,86,126,92,155,84,65,64,0,12,0,12,1500000US530530703132,"Block Group 2, Census Tract 703.13, Pierce County, Washington"
1153,240,13,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,30,0,12,76,53,46,49,28,32,217,143,61,73,175,81,155,82,94,74,148,103,101,67,19,28,0,12,1500000US530530703133,"Block Group 3, Census Tract 703.13, Pierce County, Washington"
378,173,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,159,95,20,32,73,69,67,63,47,55,12,20,0,12,0,12,0,12,1500000US530530703134,"Block Group 4, Census Tract 703.13, Pierce County, Washington"
628,148,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,22,0,12,0,12,0,12,196,119,17,23,94,67,115,75,77,78,81,65,11,18,14,21,10,20,1500000US530530703135,"Block Group 5, Census Tract 703.13, Pierce County, Washington"
1372,251,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,44,55,21,24,12,20,314,164,16,17,81,52,368,123,152,71,298,146,53,44,13,22,0,12,1500000US530530703141,"Block Group 1, Census Tract 703.14, Pierce County, Washington"
828,218,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,55,82,24,27,184,88,61,65,43,33,81,48,122,124,201,94,33,27,24,24,0,12,1500000US530530703142,"Block Group 2, Census Tract 703.14, Pierce County, Washington"
1048,195,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,31,48,0,12,0,12,0,12,11,18,284,103,0,12,75,63,217,105,134,73,221,101,62,47,13,17,0,12,1500000US530530703151,"Block Group 1, Census Tract 703.15, Pierce County, Washington"
831,187,12,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,0,12,0,12,134,58,32,41,66,55,210,92,72,42,180,71,83,58,34,44,0,12,1500000US530530703152,"Block Group 2, Census Tract 703.15, Pierce County, Washington"
1041,197,9,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,21,0,12,19,21,0,12,0,12,57,50,14,23,54,45,188,79,99,62,412,161,157,85,21,29,0,12,1500000US530530703153,"Block Group 3, Census Tract 703.15, Pierce County, Washington"
449,186,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,19,63,55,0,12,0,12,141,73,150,107,46,51,7,11,0,12,30,43,1500000US530530703154,"Block Group 4, Census Tract 703.15, Pierce County, Washington"
1097,285,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,189,135,76,83,128,78,137,113,179,98,303,156,85,84,0,12,0,12,1500000US530530703161,"Block Group 1, Census Tract 703.16, Pierce County, Washington"
