"B01003_001E","B01003_001M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","id","Geographic Area Name"
"1269","362","1500000US530530719014","Block Group 4, Census Tract 719.01, Pierce County, Washington"
"1408","486","1500000US530530719021","Block Group 1, Census Tract 719.02, Pierce County, Washington"
"936","295","1500000US530530719022","Block Group 2, Census Tract 719.02, Pierce County, Washington"
"1000","313","1500000US530530719023","Block Group 3, Census Tract 719.02, Pierce County, Washington"
"632","273","1500000US530530719024","Block Group 4, Census Tract 719.02, Pierce County, Washington"
"1022","201","1500000US530530719025","Block Group 5, Census Tract 719.02, Pierce County, Washington"
"1248","555","1500000US530530720001","Block Group 1, Census Tract 720, Pierce County, Washington"
"1596","547","1500000US530530720002","Block Group 2, Census Tract 720, Pierce County, Washington"
"1013","323","1500000US530530720003","Block Group 3, Census Tract 720, Pierce County, Washington"
"778","317","1500000US530530720004","Block Group 4, Census Tract 720, Pierce County, Washington"
"1204","225","1500000US530530721051","Block Group 1, Census Tract 721.05, Pierce County, Washington"
"1919","317","1500000US530530721052","Block Group 2, Census Tract 721.05, Pierce County, Washington"
"984","365","1500000US530530721053","Block Group 3, Census Tract 721.05, Pierce County, Washington"
"1511","250","1500000US530530721054","Block Group 4, Census Tract 721.05, Pierce County, Washington"
"696","207","1500000US530530721061","Block Group 1, Census Tract 721.06, Pierce County, Washington"
"1898","599","1500000US530530721062","Block Group 2, Census Tract 721.06, Pierce County, Washington"
"2422","493","1500000US530530721063","Block Group 3, Census Tract 721.06, Pierce County, Washington"
"1389","331","1500000US530530721064","Block Group 4, Census Tract 721.06, Pierce County, Washington"
"1242","224","1500000US530530721071","Block Group 1, Census Tract 721.07, Pierce County, Washington"
"1298","254","1500000US530530721072","Block Group 2, Census Tract 721.07, Pierce County, Washington"
"1042","220","1500000US530530721073","Block Group 3, Census Tract 721.07, Pierce County, Washington"
"630","183","1500000US530530721074","Block Group 4, Census Tract 721.07, Pierce County, Washington"
"697","338","1500000US530530721081","Block Group 1, Census Tract 721.08, Pierce County, Washington"
"951","313","1500000US530530721082","Block Group 2, Census Tract 721.08, Pierce County, Washington"
"517","182","1500000US530530721083","Block Group 3, Census Tract 721.08, Pierce County, Washington"
"2290","390","1500000US530530721084","Block Group 4, Census Tract 721.08, Pierce County, Washington"
"1214","515","1500000US530530721085","Block Group 5, Census Tract 721.08, Pierce County, Washington"
"1590","244","1500000US530530721091","Block Group 1, Census Tract 721.09, Pierce County, Washington"
"2007","291","1500000US530530721092","Block Group 2, Census Tract 721.09, Pierce County, Washington"
"1270","219","1500000US530530721111","Block Group 1, Census Tract 721.11, Pierce County, Washington"
"1174","196","1500000US530530721112","Block Group 2, Census Tract 721.11, Pierce County, Washington"
"1862","272","1500000US530530721121","Block Group 1, Census Tract 721.12, Pierce County, Washington"
"1284","256","1500000US530530721122","Block Group 2, Census Tract 721.12, Pierce County, Washington"
"1142","263","1500000US530530721123","Block Group 3, Census Tract 721.12, Pierce County, Washington"
"1234","291","1500000US530530723051","Block Group 1, Census Tract 723.05, Pierce County, Washington"
"987","328","1500000US530530723052","Block Group 2, Census Tract 723.05, Pierce County, Washington"
"818","259","1500000US530530723053","Block Group 3, Census Tract 723.05, Pierce County, Washington"
"886","312","1500000US530530723054","Block Group 4, Census Tract 723.05, Pierce County, Washington"
"1493","430","1500000US530530723055","Block Group 5, Census Tract 723.05, Pierce County, Washington"
"554","171","1500000US530530723056","Block Group 6, Census Tract 723.05, Pierce County, Washington"
"1843","219","1500000US530530723071","Block Group 1, Census Tract 723.07, Pierce County, Washington"
"656","198","1500000US530530723072","Block Group 2, Census Tract 723.07, Pierce County, Washington"
"732","182","1500000US530530723073","Block Group 3, Census Tract 723.07, Pierce County, Washington"
"1064","320","1500000US530530723074","Block Group 4, Census Tract 723.07, Pierce County, Washington"
"1272","383","1500000US530530723081","Block Group 1, Census Tract 723.08, Pierce County, Washington"
"2043","471","1500000US530530723082","Block Group 2, Census Tract 723.08, Pierce County, Washington"
"1128","339","1500000US530530723083","Block Group 3, Census Tract 723.08, Pierce County, Washington"
"1670","565","1500000US530530723084","Block Group 4, Census Tract 723.08, Pierce County, Washington"
"1728","433","1500000US530530723085","Block Group 5, Census Tract 723.08, Pierce County, Washington"
"1579","294","1500000US530530723091","Block Group 1, Census Tract 723.09, Pierce County, Washington"
"1819","397","1500000US530530723092","Block Group 2, Census Tract 723.09, Pierce County, Washington"
"1285","302","1500000US530530723093","Block Group 3, Census Tract 723.09, Pierce County, Washington"
"910","292","1500000US530530723094","Block Group 4, Census Tract 723.09, Pierce County, Washington"
"1003","298","1500000US530530723101","Block Group 1, Census Tract 723.10, Pierce County, Washington"
"684","190","1500000US530530723102","Block Group 2, Census Tract 723.10, Pierce County, Washington"
"2006","256","1500000US530530723103","Block Group 3, Census Tract 723.10, Pierce County, Washington"
"1380","261","1500000US530530723111","Block Group 1, Census Tract 723.11, Pierce County, Washington"
"1184","294","1500000US530530723112","Block Group 2, Census Tract 723.11, Pierce County, Washington"
"1776","389","1500000US530530723113","Block Group 3, Census Tract 723.11, Pierce County, Washington"
"2648","431","1500000US530530723121","Block Group 1, Census Tract 723.12, Pierce County, Washington"
"1337","325","1500000US530530723122","Block Group 2, Census Tract 723.12, Pierce County, Washington"
"1658","562","1500000US530530723123","Block Group 3, Census Tract 723.12, Pierce County, Washington"
"2132","318","1500000US530530723131","Block Group 1, Census Tract 723.13, Pierce County, Washington"
"1381","266","1500000US530530723132","Block Group 2, Census Tract 723.13, Pierce County, Washington"
"1900","306","1500000US530530724051","Block Group 1, Census Tract 724.05, Pierce County, Washington"
"2443","321","1500000US530530724052","Block Group 2, Census Tract 724.05, Pierce County, Washington"
"2038","350","1500000US530530724061","Block Group 1, Census Tract 724.06, Pierce County, Washington"
"2001","427","1500000US530530724062","Block Group 2, Census Tract 724.06, Pierce County, Washington"
"2146","462","1500000US530530724063","Block Group 3, Census Tract 724.06, Pierce County, Washington"
"1624","426","1500000US530530724071","Block Group 1, Census Tract 724.07, Pierce County, Washington"
"1570","342","1500000US530530724072","Block Group 2, Census Tract 724.07, Pierce County, Washington"
"1519","346","1500000US530530724073","Block Group 3, Census Tract 724.07, Pierce County, Washington"
"1252","265","1500000US530530724081","Block Group 1, Census Tract 724.08, Pierce County, Washington"
"2083","348","1500000US530530724082","Block Group 2, Census Tract 724.08, Pierce County, Washington"
"1068","237","1500000US530530724083","Block Group 3, Census Tract 724.08, Pierce County, Washington"
"1504","263","1500000US530530724084","Block Group 4, Census Tract 724.08, Pierce County, Washington"
"1454","247","1500000US530530724091","Block Group 1, Census Tract 724.09, Pierce County, Washington"
"1072","160","1500000US530530724092","Block Group 2, Census Tract 724.09, Pierce County, Washington"
"1911","325","1500000US530530724101","Block Group 1, Census Tract 724.10, Pierce County, Washington"
"1645","327","1500000US530530724102","Block Group 2, Census Tract 724.10, Pierce County, Washington"
"1809","249","1500000US530530725031","Block Group 1, Census Tract 725.03, Pierce County, Washington"
"2583","302","1500000US530530725032","Block Group 2, Census Tract 725.03, Pierce County, Washington"
"1939","317","1500000US530530725041","Block Group 1, Census Tract 725.04, Pierce County, Washington"
"3126","455","1500000US530530725042","Block Group 2, Census Tract 725.04, Pierce County, Washington"
"1315","238","1500000US530530725051","Block Group 1, Census Tract 725.05, Pierce County, Washington"
"1425","392","1500000US530530725052","Block Group 2, Census Tract 725.05, Pierce County, Washington"
"3366","517","1500000US530530725053","Block Group 3, Census Tract 725.05, Pierce County, Washington"
"1148","314","1500000US530530725054","Block Group 4, Census Tract 725.05, Pierce County, Washington"
"1143","174","1500000US530530725061","Block Group 1, Census Tract 725.06, Pierce County, Washington"
"2262","305","1500000US530530725062","Block Group 2, Census Tract 725.06, Pierce County, Washington"
"664","179","1500000US530530725071","Block Group 1, Census Tract 725.07, Pierce County, Washington"
"1875","249","1500000US530530725072","Block Group 2, Census Tract 725.07, Pierce County, Washington"
"2503","498","1500000US530530726011","Block Group 1, Census Tract 726.01, Pierce County, Washington"
"1093","248","1500000US530530726012","Block Group 2, Census Tract 726.01, Pierce County, Washington"
"1761","360","1500000US530530726013","Block Group 3, Census Tract 726.01, Pierce County, Washington"
"948","228","1500000US530530726021","Block Group 1, Census Tract 726.02, Pierce County, Washington"
"2044","528","1500000US530530726022","Block Group 2, Census Tract 726.02, Pierce County, Washington"
"1354","396","1500000US530530726023","Block Group 3, Census Tract 726.02, Pierce County, Washington"
"783","262","1500000US530530726031","Block Group 1, Census Tract 726.03, Pierce County, Washington"
"966","366","1500000US530530726032","Block Group 2, Census Tract 726.03, Pierce County, Washington"
"877","224","1500000US530530726033","Block Group 3, Census Tract 726.03, Pierce County, Washington"
"1643","538","1500000US530530726034","Block Group 4, Census Tract 726.03, Pierce County, Washington"
"701","281","1500000US530530726035","Block Group 5, Census Tract 726.03, Pierce County, Washington"
"5671","443","1500000US530530728001","Block Group 1, Census Tract 728, Pierce County, Washington"
"3335","445","1500000US530530728002","Block Group 2, Census Tract 728, Pierce County, Washington"
"3167","245","1500000US530530729011","Block Group 1, Census Tract 729.01, Pierce County, Washington"
"3454","555","1500000US530530729031","Block Group 1, Census Tract 729.03, Pierce County, Washington"
"3063","606","1500000US530530729051","Block Group 1, Census Tract 729.05, Pierce County, Washington"
"1382","476","1500000US530530729052","Block Group 2, Census Tract 729.05, Pierce County, Washington"
"1621","522","1500000US530530729053","Block Group 3, Census Tract 729.05, Pierce County, Washington"
"1015","209","1500000US530530729061","Block Group 1, Census Tract 729.06, Pierce County, Washington"
"962","207","1500000US530530729062","Block Group 2, Census Tract 729.06, Pierce County, Washington"
"2044","634","1500000US530530729071","Block Group 1, Census Tract 729.07, Pierce County, Washington"
"3922","694","1500000US530530729072","Block Group 2, Census Tract 729.07, Pierce County, Washington"
"0","12","1500000US530530729073","Block Group 3, Census Tract 729.07, Pierce County, Washington"
"912","354","1500000US530530730011","Block Group 1, Census Tract 730.01, Pierce County, Washington"
"1048","385","1500000US530530730012","Block Group 2, Census Tract 730.01, Pierce County, Washington"
"1646","446","1500000US530530730013","Block Group 3, Census Tract 730.01, Pierce County, Washington"
"1251","344","1500000US530530730014","Block Group 4, Census Tract 730.01, Pierce County, Washington"
"1038","280","1500000US530530730015","Block Group 5, Census Tract 730.01, Pierce County, Washington"
"1051","289","1500000US530530730051","Block Group 1, Census Tract 730.05, Pierce County, Washington"
"1254","339","1500000US530530730052","Block Group 2, Census Tract 730.05, Pierce County, Washington"
"1093","437","1500000US530530730053","Block Group 3, Census Tract 730.05, Pierce County, Washington"
"2036","415","1500000US530530730054","Block Group 4, Census Tract 730.05, Pierce County, Washington"
"2472","462","1500000US530530730061","Block Group 1, Census Tract 730.06, Pierce County, Washington"
"1011","278","1500000US530530730062","Block Group 2, Census Tract 730.06, Pierce County, Washington"
"2322","547","1500000US530530731081","Block Group 1, Census Tract 731.08, Pierce County, Washington"
"3604","466","1500000US530530731082","Block Group 2, Census Tract 731.08, Pierce County, Washington"
"2097","492","1500000US530530731083","Block Group 3, Census Tract 731.08, Pierce County, Washington"
"1769","281","1500000US530530731101","Block Group 1, Census Tract 731.10, Pierce County, Washington"
"2033","264","1500000US530530731102","Block Group 2, Census Tract 731.10, Pierce County, Washington"
"1986","342","1500000US530530731111","Block Group 1, Census Tract 731.11, Pierce County, Washington"
"1395","324","1500000US530530731112","Block Group 2, Census Tract 731.11, Pierce County, Washington"
"780","206","1500000US530530731113","Block Group 3, Census Tract 731.11, Pierce County, Washington"
"1817","397","1500000US530530731131","Block Group 1, Census Tract 731.13, Pierce County, Washington"
"2604","622","1500000US530530731132","Block Group 2, Census Tract 731.13, Pierce County, Washington"
"2537","509","1500000US530530731133","Block Group 3, Census Tract 731.13, Pierce County, Washington"
"2408","445","1500000US530530731141","Block Group 1, Census Tract 731.14, Pierce County, Washington"
"1821","445","1500000US530530731142","Block Group 2, Census Tract 731.14, Pierce County, Washington"
"1271","309","1500000US530530731143","Block Group 3, Census Tract 731.14, Pierce County, Washington"
"2100","356","1500000US530530731151","Block Group 1, Census Tract 731.15, Pierce County, Washington"
"1517","315","1500000US530530731152","Block Group 2, Census Tract 731.15, Pierce County, Washington"
"474","112","1500000US530530731153","Block Group 3, Census Tract 731.15, Pierce County, Washington"
"2195","370","1500000US530530731161","Block Group 1, Census Tract 731.16, Pierce County, Washington"
"1082","204","1500000US530530731162","Block Group 2, Census Tract 731.16, Pierce County, Washington"
"2012","352","1500000US530530731171","Block Group 1, Census Tract 731.17, Pierce County, Washington"
"1856","467","1500000US530530731172","Block Group 2, Census Tract 731.17, Pierce County, Washington"
"1910","237","1500000US530530731181","Block Group 1, Census Tract 731.18, Pierce County, Washington"
"2373","340","1500000US530530731182","Block Group 2, Census Tract 731.18, Pierce County, Washington"
"827","242","1500000US530530731191","Block Group 1, Census Tract 731.19, Pierce County, Washington"
"2289","445","1500000US530530731192","Block Group 2, Census Tract 731.19, Pierce County, Washington"
"2254","388","1500000US530530731201","Block Group 1, Census Tract 731.20, Pierce County, Washington"
"2110","462","1500000US530530731202","Block Group 2, Census Tract 731.20, Pierce County, Washington"
"2324","527","1500000US530530731211","Block Group 1, Census Tract 731.21, Pierce County, Washington"
"2754","345","1500000US530530731212","Block Group 2, Census Tract 731.21, Pierce County, Washington"
"1338","307","1500000US530530731221","Block Group 1, Census Tract 731.22, Pierce County, Washington"
"2954","366","1500000US530530731222","Block Group 2, Census Tract 731.22, Pierce County, Washington"
"3226","296","1500000US530530731231","Block Group 1, Census Tract 731.23, Pierce County, Washington"
"1651","386","1500000US530530731232","Block Group 2, Census Tract 731.23, Pierce County, Washington"
"940","278","1500000US530530731241","Block Group 1, Census Tract 731.24, Pierce County, Washington"
"2580","351","1500000US530530731242","Block Group 2, Census Tract 731.24, Pierce County, Washington"
"4449","901","1500000US530530731251","Block Group 1, Census Tract 731.25, Pierce County, Washington"
"1599","621","1500000US530530731252","Block Group 2, Census Tract 731.25, Pierce County, Washington"
"3573","642","1500000US530530731253","Block Group 3, Census Tract 731.25, Pierce County, Washington"
"4173","429","1500000US530530731261","Block Group 1, Census Tract 731.26, Pierce County, Washington"
"1355","223","1500000US530530732001","Block Group 1, Census Tract 732, Pierce County, Washington"
"826","293","1500000US530530732002","Block Group 2, Census Tract 732, Pierce County, Washington"
"1326","307","1500000US530530732003","Block Group 3, Census Tract 732, Pierce County, Washington"
"2032","417","1500000US530530732004","Block Group 4, Census Tract 732, Pierce County, Washington"
"3367","383","1500000US530530733011","Block Group 1, Census Tract 733.01, Pierce County, Washington"
"1331","381","1500000US530530733012","Block Group 2, Census Tract 733.01, Pierce County, Washington"
"207","105","1500000US530530733013","Block Group 3, Census Tract 733.01, Pierce County, Washington"
"983","356","1500000US530530733014","Block Group 4, Census Tract 733.01, Pierce County, Washington"
"1261","255","1500000US530530733021","Block Group 1, Census Tract 733.02, Pierce County, Washington"
"1316","245","1500000US530530733022","Block Group 2, Census Tract 733.02, Pierce County, Washington"
"1155","285","1500000US530530733023","Block Group 3, Census Tract 733.02, Pierce County, Washington"
"1338","282","1500000US530530734041","Block Group 1, Census Tract 734.04, Pierce County, Washington"
"899","291","1500000US530530734042","Block Group 2, Census Tract 734.04, Pierce County, Washington"
"706","197","1500000US530530734043","Block Group 3, Census Tract 734.04, Pierce County, Washington"
"1034","226","1500000US530530734044","Block Group 4, Census Tract 734.04, Pierce County, Washington"
"1873","329","1500000US530530734045","Block Group 5, Census Tract 734.04, Pierce County, Washington"
"1933","342","1500000US530530734051","Block Group 1, Census Tract 734.05, Pierce County, Washington"
"1431","287","1500000US530530734052","Block Group 2, Census Tract 734.05, Pierce County, Washington"
"1715","296","1500000US530530734061","Block Group 1, Census Tract 734.06, Pierce County, Washington"
"1458","294","1500000US530530734062","Block Group 2, Census Tract 734.06, Pierce County, Washington"
"1851","315","1500000US530530734063","Block Group 3, Census Tract 734.06, Pierce County, Washington"
"1483","334","1500000US530530734071","Block Group 1, Census Tract 734.07, Pierce County, Washington"
"943","306","1500000US530530734072","Block Group 2, Census Tract 734.07, Pierce County, Washington"
"1309","291","1500000US530530734073","Block Group 3, Census Tract 734.07, Pierce County, Washington"
"2181","352","1500000US530530734081","Block Group 1, Census Tract 734.08, Pierce County, Washington"
"994","167","1500000US530530734082","Block Group 2, Census Tract 734.08, Pierce County, Washington"
"826","202","1500000US530530734083","Block Group 3, Census Tract 734.08, Pierce County, Washington"
"1185","258","1500000US530530735001","Block Group 1, Census Tract 735, Pierce County, Washington"
"1282","285","1500000US530530735002","Block Group 2, Census Tract 735, Pierce County, Washington"
"1052","310","1500000US530530735003","Block Group 3, Census Tract 735, Pierce County, Washington"
"919","260","1500000US530530735004","Block Group 4, Census Tract 735, Pierce County, Washington"
"1365","468","1500000US530530735005","Block Group 5, Census Tract 735, Pierce County, Washington"
"1406","357","1500000US530530735006","Block Group 6, Census Tract 735, Pierce County, Washington"
"1378","138","1500000US530539400011","Block Group 1, Census Tract 9400.01, Pierce County, Washington"
"1303","172","1500000US530539400012","Block Group 2, Census Tract 9400.01, Pierce County, Washington"
"1494","236","1500000US530539400021","Block Group 1, Census Tract 9400.02, Pierce County, Washington"
"1163","206","1500000US530539400022","Block Group 2, Census Tract 9400.02, Pierce County, Washington"
"1130","185","1500000US530539400023","Block Group 3, Census Tract 9400.02, Pierce County, Washington"
"3340","320","1500000US530539400031","Block Group 1, Census Tract 9400.03, Pierce County, Washington"
"1605","291","1500000US530539400032","Block Group 2, Census Tract 9400.03, Pierce County, Washington"
"2228","304","1500000US530539400033","Block Group 3, Census Tract 9400.03, Pierce County, Washington"
"1467","381","1500000US530539400041","Block Group 1, Census Tract 9400.04, Pierce County, Washington"
"559","168","1500000US530539400042","Block Group 2, Census Tract 9400.04, Pierce County, Washington"
"852","134","1500000US530539400043","Block Group 3, Census Tract 9400.04, Pierce County, Washington"
"805","140","1500000US530539400044","Block Group 4, Census Tract 9400.04, Pierce County, Washington"
"1240","147","1500000US530539400045","Block Group 5, Census Tract 9400.04, Pierce County, Washington"
"1434","197","1500000US530539400046","Block Group 6, Census Tract 9400.04, Pierce County, Washington"
"1509","213","1500000US530539400051","Block Group 1, Census Tract 9400.05, Pierce County, Washington"
"2127","261","1500000US530539400052","Block Group 2, Census Tract 9400.05, Pierce County, Washington"
"2226","286","1500000US530539400053","Block Group 3, Census Tract 9400.05, Pierce County, Washington"
"1526","262","1500000US530539400061","Block Group 1, Census Tract 9400.06, Pierce County, Washington"
"1351","206","1500000US530539400062","Block Group 2, Census Tract 9400.06, Pierce County, Washington"
"752","181","1500000US530539400071","Block Group 1, Census Tract 9400.07, Pierce County, Washington"
"1238","261","1500000US530539400072","Block Group 2, Census Tract 9400.07, Pierce County, Washington"
"1135","181","1500000US530539400073","Block Group 3, Census Tract 9400.07, Pierce County, Washington"
"2786","237","1500000US530539400081","Block Group 1, Census Tract 9400.08, Pierce County, Washington"
"2044","268","1500000US530539400082","Block Group 2, Census Tract 9400.08, Pierce County, Washington"
"1266","128","1500000US530539400083","Block Group 3, Census Tract 9400.08, Pierce County, Washington"
"1751","239","1500000US530539400091","Block Group 1, Census Tract 9400.09, Pierce County, Washington"
"1083","197","1500000US530539400092","Block Group 2, Census Tract 9400.09, Pierce County, Washington"
"1944","391","1500000US530539400101","Block Group 1, Census Tract 9400.10, Pierce County, Washington"
"1555","274","1500000US530539400102","Block Group 2, Census Tract 9400.10, Pierce County, Washington"
"606","161","1500000US530539400103","Block Group 3, Census Tract 9400.10, Pierce County, Washington"
"1458","168","1500000US530539400111","Block Group 1, Census Tract 9400.11, Pierce County, Washington"
"1802","152","1500000US530539400112","Block Group 2, Census Tract 9400.11, Pierce County, Washington"
"1014","145","1500000US530539400113","Block Group 3, Census Tract 9400.11, Pierce County, Washington"
